fromNode	toNode	weight	direction	fromAltName	toAltName
C8orf55	GRINA	0.0303636168325744	undirected	NA	NA
C8orf55	PSCA	0.0107296896324554	undirected	NA	NA
C8orf55	TSTA3	0.0243927539559351	undirected	NA	NA
C8orf55	C8orf51	0.0292598124443913	undirected	NA	NA
C8orf55	ST3GAL1	0.0106178392539206	undirected	NA	NA
C8orf55	CLPTM1	0.0053831650600493	undirected	NA	NA
C8orf55	CYC1	0.0409987538352225	undirected	NA	NA
C8orf55	AMDHD2	0.0079876615687031	undirected	NA	NA
C8orf55	PICK1	0.00618159340198932	undirected	NA	NA
C8orf55	ZNF623	0.0253538498591221	undirected	NA	NA
C8orf55	IGHMBP2	0.00539340925095827	undirected	NA	NA
C8orf55	SLC39A4	0.0158620986237721	undirected	NA	NA
C8orf55	NIBP	0.0228492955761103	undirected	NA	NA
C8orf55	PPP1R16A	0.0388711822717582	undirected	NA	NA
C8orf55	LYPLA2	0.0092037536917618	undirected	NA	NA
C8orf55	OPLAH	0.0147896177012658	undirected	NA	NA
C8orf55	AKT1	0.00634213688498371	undirected	NA	NA
C8orf55	TIGD5	0.0467742650954531	undirected	NA	NA
C8orf55	PUF60	0.0555710789659621	undirected	NA	NA
C8orf55	BOP1	0.0451529050720769	undirected	NA	NA
C8orf55	RPL8	0.0186795091043318	undirected	NA	NA
C8orf55	SLC1A5	0.00724395246905956	undirected	NA	NA
C8orf55	CPSF1	0.0333385507751142	undirected	NA	NA
C8orf55	ABCB8	0.00522448355985077	undirected	NA	NA
C8orf55	DNAL4	0.00652834645091766	undirected	NA	NA
C8orf55	CAPN1	0.00696121146287903	undirected	NA	NA
C8orf55	NR2F6	0.0118453073361484	undirected	NA	NA
C8orf55	ZNF251	0.0105211592670213	undirected	NA	NA
C8orf55	GPR172A	0.0512668869124196	undirected	NA	NA
C8orf55	ZNF250	0.0142426394846912	undirected	NA	NA
C8orf55	TBL3	0.00973570404180226	undirected	NA	NA
C8orf55	C8orf30A	0.0438073226447046	undirected	NA	NA
C8orf55	ATP6V0E2	0.00567248075706662	undirected	NA	NA
C8orf55	ZNF696	0.0348228569576782	undirected	NA	NA
C8orf55	KLHL22	0.00507489683475153	undirected	NA	NA
C8orf55	KIAA0195	0.00566289205705699	undirected	NA	NA
C8orf55	SLC45A4	0.00613800432324725	undirected	NA	NA
C8orf55	NRBP2	0.00577500702392235	undirected	NA	NA
C8orf55	TOP1MT	0.0173653908351552	undirected	NA	NA
C8orf55	CHRAC1	0.0121973428166615	undirected	NA	NA
C8orf55	MAF1	0.0366547718682257	undirected	NA	NA
C8orf55	MFSD3	0.0274837966663225	undirected	NA	NA
C8orf55	FLJ14154	0.00946403290205502	undirected	NA	NA
C8orf55	KIFC2	0.0226078800870265	undirected	NA	NA
C8orf55	DGAT1	0.0240725805719238	undirected	NA	NA
C8orf55	KIAA1688	0.0326376126264008	undirected	NA	NA
C8orf55	EXOSC4	0.0520965077367583	undirected	NA	NA
C8orf55	PTPRU	0.00586879122591551	undirected	NA	NA
C8orf55	C8orf33	0.0303526266520166	undirected	NA	NA
C8orf55	GPAA1	0.03492922819313	undirected	NA	NA
C8orf55	FBXL6	0.0537147059417599	undirected	NA	NA
C8orf55	ZNF707	0.0343980003873689	undirected	NA	NA
RHPN1	GDPD3	0.0055214312061692	undirected	NA	NA
RHPN1	SCRIB	0.0236815616476471	undirected	NA	NA
RHPN1	PYCRL	0.0468537641981395	undirected	NA	NA
RHPN1	FAM83H	0.0424829514381225	undirected	NA	NA
RHPN1	SYT7	0.00703933450813008	undirected	NA	NA
RHPN1	AGPAT6	0.00531690348998501	undirected	NA	NA
RHPN1	GRINA	0.0234594933951346	undirected	NA	NA
RHPN1	PSCA	0.0063025497512457	undirected	NA	NA
RHPN1	TSTA3	0.0221535511806379	undirected	NA	NA
RHPN1	C8orf51	0.0283879720497555	undirected	NA	NA
RHPN1	ST3GAL1	0.00993236843404779	undirected	NA	NA
RHPN1	CYC1	0.0204606010397922	undirected	NA	NA
RHPN1	AMDHD2	0.00731214488858182	undirected	NA	NA
RHPN1	ZNF623	0.0142879806468497	undirected	NA	NA
RHPN1	SLC39A4	0.0176112433905904	undirected	NA	NA
RHPN1	NIBP	0.0270885397445425	undirected	NA	NA
RHPN1	PPP1R16A	0.0352604528186331	undirected	NA	NA
RHPN1	OPLAH	0.013269932860643	undirected	NA	NA
RHPN1	TIGD5	0.0358039602422123	undirected	NA	NA
RHPN1	PUF60	0.0334768971461123	undirected	NA	NA
RHPN1	BOP1	0.0253598912609017	undirected	NA	NA
RHPN1	RPL8	0.0211495254671037	undirected	NA	NA
RHPN1	CPSF1	0.0181001703889038	undirected	NA	NA
RHPN1	ABCB8	0.00752767574112727	undirected	NA	NA
RHPN1	NR2F6	0.00813543363608117	undirected	NA	NA
RHPN1	ZNF251	0.00841339157008921	undirected	NA	NA
RHPN1	GPR172A	0.0333211555297876	undirected	NA	NA
RHPN1	ZNF250	0.0111437209245432	undirected	NA	NA
RHPN1	TBL3	0.00636656012076355	undirected	NA	NA
RHPN1	C8orf30A	0.0337972288639522	undirected	NA	NA
RHPN1	ATP6V0E2	0.00561261672989802	undirected	NA	NA
RHPN1	ZNF696	0.0197138560187853	undirected	NA	NA
RHPN1	TOP1MT	0.0118929587882507	undirected	NA	NA
RHPN1	CHRAC1	0.00610382092225495	undirected	NA	NA
RHPN1	MAF1	0.0139956648576397	undirected	NA	NA
RHPN1	MFSD3	0.0304077110659689	undirected	NA	NA
RHPN1	FLJ14154	0.00771496502908763	undirected	NA	NA
RHPN1	KIFC2	0.0346934641584826	undirected	NA	NA
RHPN1	DGAT1	0.0152615436051291	undirected	NA	NA
RHPN1	KIAA1688	0.0330328725823088	undirected	NA	NA
RHPN1	EXOSC4	0.0345694629693774	undirected	NA	NA
RHPN1	C8orf33	0.0183352788498438	undirected	NA	NA
RHPN1	GPAA1	0.0164303367833886	undirected	NA	NA
RHPN1	FBXL6	0.0351122284447851	undirected	NA	NA
RHPN1	ZNF707	0.0248962446328227	undirected	NA	NA
GDPD3	PYCRL	0.00711645654787075	undirected	NA	NA
GDPD3	FAM83H	0.0064429635799183	undirected	NA	NA
GDPD3	GRINA	0.00538578834711176	undirected	NA	NA
SCRIB	PYCRL	0.056511146741723	undirected	NA	NA
SCRIB	FAM83H	0.0522666770080095	undirected	NA	NA
SCRIB	GRINA	0.0203954080741987	undirected	NA	NA
SCRIB	PSCA	0.00583530347686839	undirected	NA	NA
SCRIB	TSTA3	0.0181457030353314	undirected	NA	NA
SCRIB	C8orf51	0.0382210678053687	undirected	NA	NA
SCRIB	ST3GAL1	0.0093397060734784	undirected	NA	NA
SCRIB	CYC1	0.0460865556850666	undirected	NA	NA
SCRIB	ZNF623	0.0269541083007935	undirected	NA	NA
SCRIB	SLC39A4	0.0285584921109902	undirected	NA	NA
SCRIB	NIBP	0.0373811846673555	undirected	NA	NA
SCRIB	PPP1R16A	0.0552538607098751	undirected	NA	NA
SCRIB	OPLAH	0.0177028511969373	undirected	NA	NA
SCRIB	TIGD5	0.0640098979719934	undirected	NA	NA
SCRIB	PUF60	0.0837236827092476	undirected	NA	NA
SCRIB	BOP1	0.0594603675467005	undirected	NA	NA
SCRIB	RPL8	0.0271923507520313	undirected	NA	NA
SCRIB	CPSF1	0.0316690827168389	undirected	NA	NA
SCRIB	ZNF251	0.0221072145200635	undirected	NA	NA
SCRIB	GPR172A	0.0532418048273532	undirected	NA	NA
SCRIB	ZNF250	0.0340148724956736	undirected	NA	NA
SCRIB	C8orf30A	0.0627495066364443	undirected	NA	NA
SCRIB	ZNF696	0.0447155702807686	undirected	NA	NA
SCRIB	SLC45A4	0.00869176399546016	undirected	NA	NA
SCRIB	NRBP2	0.0133215365723918	undirected	NA	NA
SCRIB	TOP1MT	0.0277715855950914	undirected	NA	NA
SCRIB	CHRAC1	0.0238467963980209	undirected	NA	NA
SCRIB	MAF1	0.0243130820893569	undirected	NA	NA
SCRIB	MFSD3	0.0276109720683501	undirected	NA	NA
SCRIB	KIFC2	0.0324466102374349	undirected	NA	NA
SCRIB	DGAT1	0.0148083999434055	undirected	NA	NA
SCRIB	KIAA1688	0.0404692645652579	undirected	NA	NA
SCRIB	EXOSC4	0.0690262801125927	undirected	NA	NA
SCRIB	C8orf33	0.0436006458154372	undirected	NA	NA
SCRIB	GPAA1	0.0212935530304227	undirected	NA	NA
SCRIB	FBXL6	0.0480768912666499	undirected	NA	NA
SCRIB	ZNF707	0.0453730275420937	undirected	NA	NA
PYCRL	ADCK1	0.00672397765218584	undirected	NA	NA
PYCRL	FAM83H	0.0558109683154337	undirected	NA	NA
PYCRL	SYT7	0.0113262786517739	undirected	NA	NA
PYCRL	AGPAT6	0.0101455290682674	undirected	NA	NA
PYCRL	GRINA	0.0445172050456898	undirected	NA	NA
PYCRL	PSCA	0.012534114598466	undirected	NA	NA
PYCRL	TSTA3	0.0361218624459155	undirected	NA	NA
PYCRL	C8orf51	0.0421038940562685	undirected	NA	NA
PYCRL	ST3GAL1	0.0197679795900923	undirected	NA	NA
PYCRL	CLPTM1	0.00691671924677597	undirected	NA	NA
PYCRL	CYC1	0.0541879786339003	undirected	NA	NA
PYCRL	AMDHD2	0.0112049192380242	undirected	NA	NA
PYCRL	PICK1	0.00645751669086158	undirected	NA	NA
PYCRL	ZNF623	0.0371849684140515	undirected	NA	NA
PYCRL	IGHMBP2	0.00709608968108553	undirected	NA	NA
PYCRL	SLC39A4	0.0363661117545339	undirected	NA	NA
PYCRL	NIBP	0.0528122384360452	undirected	NA	NA
PYCRL	PPP1R16A	0.0701353383724633	undirected	NA	NA
PYCRL	LYPLA2	0.00920481490536627	undirected	NA	NA
PYCRL	OPLAH	0.0280062929775208	undirected	NA	NA
PYCRL	AKT1	0.00732596447464687	undirected	NA	NA
PYCRL	TIGD5	0.0717398515710824	undirected	NA	NA
PYCRL	PUF60	0.06324598649911	undirected	NA	NA
PYCRL	BOP1	0.0444025321233028	undirected	NA	NA
PYCRL	RPL8	0.0369583193675114	undirected	NA	NA
PYCRL	SYNGR1	0.00639179548170727	undirected	NA	NA
PYCRL	SLC1A5	0.00705612595947566	undirected	NA	NA
PYCRL	MGC23270	0.00633504854855525	undirected	NA	NA
PYCRL	CPSF1	0.0431065942512124	undirected	NA	NA
PYCRL	ABCB8	0.0105933109780989	undirected	NA	NA
PYCRL	DNAL4	0.0080996480660528	undirected	NA	NA
PYCRL	CAPN1	0.00752973449412101	undirected	NA	NA
PYCRL	NR2F6	0.0141400939656052	undirected	NA	NA
PYCRL	KIAA1975	0.00596902535016409	undirected	NA	NA
PYCRL	ZNF251	0.0184403247527806	undirected	NA	NA
PYCRL	GPR172A	0.0498699098556956	undirected	NA	NA
PYCRL	ZNF250	0.0287057559323725	undirected	NA	NA
PYCRL	TBL3	0.0123141308445081	undirected	NA	NA
PYCRL	C8orf30A	0.0568451506532948	undirected	NA	NA
PYCRL	ATP6V0E2	0.00887608755974724	undirected	NA	NA
PYCRL	ZNF696	0.0514651831139529	undirected	NA	NA
PYCRL	KLHL22	0.00555115480015761	undirected	NA	NA
PYCRL	KIAA0195	0.00858281680300853	undirected	NA	NA
PYCRL	SLC45A4	0.00872272023682766	undirected	NA	NA
PYCRL	NRBP2	0.00902248303681208	undirected	NA	NA
PYCRL	TOP1MT	0.0295758958801397	undirected	NA	NA
PYCRL	CHRAC1	0.0189096644886646	undirected	NA	NA
PYCRL	MAF1	0.0376370901524953	undirected	NA	NA
PYCRL	MFSD3	0.0554840837817465	undirected	NA	NA
PYCRL	FLJ14154	0.00903911413232531	undirected	NA	NA
PYCRL	FBXO44	0.00531046494209714	undirected	NA	NA
PYCRL	KIFC2	0.0513316616089443	undirected	NA	NA
PYCRL	DGAT1	0.028783376612264	undirected	NA	NA
PYCRL	KIAA1688	0.0542121323938399	undirected	NA	NA
PYCRL	EXOSC4	0.0622971873746102	undirected	NA	NA
PYCRL	PTPRU	0.00702642240197858	undirected	NA	NA
PYCRL	C8orf33	0.0513111472928621	undirected	NA	NA
PYCRL	GPAA1	0.0407591195673109	undirected	NA	NA
PYCRL	FBXL6	0.0515420748165461	undirected	NA	NA
PYCRL	ZNF707	0.0564295482406423	undirected	NA	NA
ADCK1	FAM83H	0.00614794224149283	undirected	NA	NA
ADCK1	SYT7	0.0060574644040375	undirected	NA	NA
ADCK1	AGPAT6	0.0104613102752422	undirected	NA	NA
ADCK1	GRINA	0.00825769179785011	undirected	NA	NA
ADCK1	TSTA3	0.00635082823292963	undirected	NA	NA
ADCK1	CLPTM1	0.015501519925016	undirected	NA	NA
ADCK1	AMDHD2	0.0162846875051343	undirected	NA	NA
ADCK1	PICK1	0.0148294189107604	undirected	NA	NA
ADCK1	ZNF623	0.00662065120848177	undirected	NA	NA
ADCK1	IGHMBP2	0.0102192338199052	undirected	NA	NA
ADCK1	LYPLA2	0.0206846553233508	undirected	NA	NA
ADCK1	AKT1	0.0228564671567931	undirected	NA	NA
ADCK1	SLC1A5	0.0105732910539692	undirected	NA	NA
ADCK1	MGC23270	0.00655590049505531	undirected	NA	NA
ADCK1	CPSF1	0.00562274289143549	undirected	NA	NA
ADCK1	ABCB8	0.00949036142499197	undirected	NA	NA
ADCK1	DNAL4	0.0153153961573932	undirected	NA	NA
ADCK1	CAPN1	0.0200753928880875	undirected	NA	NA
ADCK1	NR2F6	0.0182915785981285	undirected	NA	NA
ADCK1	GPR172A	0.00530009152868164	undirected	NA	NA
ADCK1	TBL3	0.0257801705671656	undirected	NA	NA
ADCK1	ATP6V0E2	0.00807585153442644	undirected	NA	NA
ADCK1	KLHL22	0.0178119362879365	undirected	NA	NA
ADCK1	KIAA0195	0.0110774995923438	undirected	NA	NA
ADCK1	MAF1	0.00956472947704352	undirected	NA	NA
ADCK1	FLJ14154	0.0347631957447655	undirected	NA	NA
ADCK1	PTPRU	0.00656941669065225	undirected	NA	NA
ADCK1	GPAA1	0.0113291744797502	undirected	NA	NA
ADCK1	FBXL6	0.00736383570053595	undirected	NA	NA
FAM83H	SYT7	0.011496313883077	undirected	NA	NA
FAM83H	AGPAT6	0.00976664081530268	undirected	NA	NA
FAM83H	GRINA	0.0358464754716936	undirected	NA	NA
FAM83H	PSCA	0.0104743448656525	undirected	NA	NA
FAM83H	TSTA3	0.0319655485808711	undirected	NA	NA
FAM83H	C8orf51	0.0381028910897734	undirected	NA	NA
FAM83H	ST3GAL1	0.0165973985412723	undirected	NA	NA
FAM83H	CLPTM1	0.00630027012699182	undirected	NA	NA
FAM83H	CYC1	0.0433579003804734	undirected	NA	NA
FAM83H	AMDHD2	0.00927575981672461	undirected	NA	NA
FAM83H	PICK1	0.00629809905803782	undirected	NA	NA
FAM83H	ZNF623	0.0341483487575346	undirected	NA	NA
FAM83H	IGHMBP2	0.00666105530566245	undirected	NA	NA
FAM83H	SLC39A4	0.0329485281286253	undirected	NA	NA
FAM83H	NIBP	0.0444376361557931	undirected	NA	NA
FAM83H	PPP1R16A	0.0588815323427115	undirected	NA	NA
FAM83H	LYPLA2	0.00900567606647923	undirected	NA	NA
FAM83H	OPLAH	0.0224755220054687	undirected	NA	NA
FAM83H	AKT1	0.00722376924537434	undirected	NA	NA
FAM83H	TIGD5	0.0608559452569582	undirected	NA	NA
FAM83H	PUF60	0.0546763834549594	undirected	NA	NA
FAM83H	BOP1	0.0385976739123076	undirected	NA	NA
FAM83H	RPL8	0.0313509643050916	undirected	NA	NA
FAM83H	SYNGR1	0.0058959612912043	undirected	NA	NA
FAM83H	SLC1A5	0.00590480269098974	undirected	NA	NA
FAM83H	MGC23270	0.00624408430230754	undirected	NA	NA
FAM83H	CPSF1	0.0385786815417319	undirected	NA	NA
FAM83H	ABCB8	0.00981208898268737	undirected	NA	NA
FAM83H	DNAL4	0.00808153739944611	undirected	NA	NA
FAM83H	CAPN1	0.00779947353529109	undirected	NA	NA
FAM83H	NR2F6	0.0135886611154779	undirected	NA	NA
FAM83H	KIAA1975	0.00588296505382672	undirected	NA	NA
FAM83H	ZNF251	0.017498022495617	undirected	NA	NA
FAM83H	GPR172A	0.0439993305134275	undirected	NA	NA
FAM83H	ZNF250	0.026654102191053	undirected	NA	NA
FAM83H	TBL3	0.0110341015323587	undirected	NA	NA
FAM83H	C8orf30A	0.0486285693281953	undirected	NA	NA
FAM83H	ATP6V0E2	0.00831434067048723	undirected	NA	NA
FAM83H	ZNF696	0.0436478084689238	undirected	NA	NA
FAM83H	KIAA0195	0.00770746923859545	undirected	NA	NA
FAM83H	SLC45A4	0.00772600342161573	undirected	NA	NA
FAM83H	NRBP2	0.00824136339809206	undirected	NA	NA
FAM83H	TOP1MT	0.0271497122839232	undirected	NA	NA
FAM83H	CHRAC1	0.0170131015755365	undirected	NA	NA
FAM83H	MAF1	0.0288339897681391	undirected	NA	NA
FAM83H	MFSD3	0.0468157855109219	undirected	NA	NA
FAM83H	FLJ14154	0.00853095235152444	undirected	NA	NA
FAM83H	FBXO44	0.00511409896013762	undirected	NA	NA
FAM83H	KIFC2	0.0465266129564608	undirected	NA	NA
FAM83H	DGAT1	0.0201562929898423	undirected	NA	NA
FAM83H	KIAA1688	0.0534473179585759	undirected	NA	NA
FAM83H	EXOSC4	0.052384548059718	undirected	NA	NA
FAM83H	PTPRU	0.00703564319552708	undirected	NA	NA
FAM83H	C8orf33	0.0421739946265376	undirected	NA	NA
FAM83H	GPAA1	0.0330896867397581	undirected	NA	NA
FAM83H	FBXL6	0.0443243519878755	undirected	NA	NA
FAM83H	ZNF707	0.0501334125144843	undirected	NA	NA
SYT7	GRINA	0.00725441406258715	undirected	NA	NA
SYT7	TSTA3	0.0064574982367071	undirected	NA	NA
SYT7	C8orf51	0.00670184186613433	undirected	NA	NA
SYT7	CYC1	0.00560495066307579	undirected	NA	NA
SYT7	AMDHD2	0.00760054360258836	undirected	NA	NA
SYT7	ZNF623	0.00589743391420549	undirected	NA	NA
SYT7	LYPLA2	0.0077449764923286	undirected	NA	NA
SYT7	AKT1	0.00682630505714246	undirected	NA	NA
SYT7	TIGD5	0.00602216370361077	undirected	NA	NA
SYT7	PUF60	0.00613140551788274	undirected	NA	NA
SYT7	BOP1	0.00590980145174567	undirected	NA	NA
SYT7	ABCB8	0.0057904108728842	undirected	NA	NA
SYT7	DNAL4	0.00743757136800794	undirected	NA	NA
SYT7	CAPN1	0.00680769158532148	undirected	NA	NA
SYT7	NR2F6	0.0102297027160874	undirected	NA	NA
SYT7	GPR172A	0.00814119602803405	undirected	NA	NA
SYT7	TBL3	0.00940285134902537	undirected	NA	NA
SYT7	C8orf30A	0.0069133115918259	undirected	NA	NA
SYT7	ATP6V0E2	0.00504739993224116	undirected	NA	NA
SYT7	MFSD3	0.0067199475233328	undirected	NA	NA
SYT7	FLJ14154	0.0120817837745721	undirected	NA	NA
SYT7	KIAA1688	0.00820094555592054	undirected	NA	NA
SYT7	EXOSC4	0.00639189169225262	undirected	NA	NA
SYT7	GPAA1	0.00638898660025936	undirected	NA	NA
SYT7	FBXL6	0.00867102215680335	undirected	NA	NA
AGPAT6	GRINA	0.010371093771712	undirected	NA	NA
AGPAT6	TSTA3	0.00576886393317214	undirected	NA	NA
AGPAT6	CLPTM1	0.00601214930920132	undirected	NA	NA
AGPAT6	CYC1	0.00659179341979516	undirected	NA	NA
AGPAT6	AMDHD2	0.0109348125279489	undirected	NA	NA
AGPAT6	PICK1	0.00810237402357459	undirected	NA	NA
AGPAT6	ZNF623	0.00922418052167095	undirected	NA	NA
AGPAT6	IGHMBP2	0.00827324081625251	undirected	NA	NA
AGPAT6	LYPLA2	0.0123752413516739	undirected	NA	NA
AGPAT6	AKT1	0.0106952898217892	undirected	NA	NA
AGPAT6	TIGD5	0.00541463203594183	undirected	NA	NA
AGPAT6	PUF60	0.00630210037461227	undirected	NA	NA
AGPAT6	BOP1	0.00527199510985774	undirected	NA	NA
AGPAT6	SLC1A5	0.00536226757792717	undirected	NA	NA
AGPAT6	CPSF1	0.00633157489471421	undirected	NA	NA
AGPAT6	ABCB8	0.00539701026326081	undirected	NA	NA
AGPAT6	DNAL4	0.0116299720106684	undirected	NA	NA
AGPAT6	CAPN1	0.0107489575845461	undirected	NA	NA
AGPAT6	NR2F6	0.0151716418884598	undirected	NA	NA
AGPAT6	GPR172A	0.00763077353282446	undirected	NA	NA
AGPAT6	TBL3	0.0135271291611522	undirected	NA	NA
AGPAT6	C8orf30A	0.00576296046228054	undirected	NA	NA
AGPAT6	ATP6V0E2	0.00561052586180669	undirected	NA	NA
AGPAT6	KLHL22	0.0105057810385348	undirected	NA	NA
AGPAT6	KIAA0195	0.00670400028284428	undirected	NA	NA
AGPAT6	MAF1	0.00746419456830538	undirected	NA	NA
AGPAT6	MFSD3	0.00685122919204408	undirected	NA	NA
AGPAT6	FLJ14154	0.0215984309174839	undirected	NA	NA
AGPAT6	KIAA1688	0.00637436563448718	undirected	NA	NA
AGPAT6	EXOSC4	0.00547731130441946	undirected	NA	NA
AGPAT6	GPAA1	0.0115041090547225	undirected	NA	NA
AGPAT6	FBXL6	0.00887899555677396	undirected	NA	NA
GRINA	PSCA	0.00641061450768106	undirected	NA	NA
GRINA	TSTA3	0.0201491961232033	undirected	NA	NA
GRINA	C8orf51	0.0182014788648228	undirected	NA	NA
GRINA	ST3GAL1	0.0134242506570727	undirected	NA	NA
GRINA	CLPTM1	0.00915959331779978	undirected	NA	NA
GRINA	CYC1	0.0335885588835623	undirected	NA	NA
GRINA	AMDHD2	0.012770258353609	undirected	NA	NA
GRINA	PICK1	0.00804843884673756	undirected	NA	NA
GRINA	ZNF623	0.0227905169807094	undirected	NA	NA
GRINA	IGHMBP2	0.00787060892673261	undirected	NA	NA
GRINA	SLC39A4	0.010571546420089	undirected	NA	NA
GRINA	NIBP	0.0192698697150004	undirected	NA	NA
GRINA	PPP1R16A	0.0320367215265567	undirected	NA	NA
GRINA	LYPLA2	0.0110131590905015	undirected	NA	NA
GRINA	OPLAH	0.0138904328082987	undirected	NA	NA
GRINA	AKT1	0.0086692923549551	undirected	NA	NA
GRINA	TIGD5	0.0301342259900298	undirected	NA	NA
GRINA	PUF60	0.0356109857386622	undirected	NA	NA
GRINA	BOP1	0.0242205091356684	undirected	NA	NA
GRINA	RPL8	0.013246728924493	undirected	NA	NA
GRINA	SLC1A5	0.00840598863766742	undirected	NA	NA
GRINA	CPSF1	0.0257997203549312	undirected	NA	NA
GRINA	ABCB8	0.00789574990848661	undirected	NA	NA
GRINA	DNAL4	0.00990468140044227	undirected	NA	NA
GRINA	CAPN1	0.00884598382241609	undirected	NA	NA
GRINA	NR2F6	0.0145258986504571	undirected	NA	NA
GRINA	ZNF251	0.00866347799801247	undirected	NA	NA
GRINA	GPR172A	0.0349668032660756	undirected	NA	NA
GRINA	ZNF250	0.00840600850635297	undirected	NA	NA
GRINA	TBL3	0.0133979039889214	undirected	NA	NA
